"Player","Pos_C","Pos_F","Pos_PF","Pos_PG","Pos_SF","Pos_SF-PF","Pos_SG","Age","Tm_ATL","Tm_BOS","Tm_BRK","Tm_CHI","Tm_CHO","Tm_CLE","Tm_DAL","Tm_DEN","Tm_DET","Tm_GSW","Tm_HOU","Tm_IND","Tm_LAC","Tm_LAL","Tm_MEM","Tm_MIA","Tm_MIL","Tm_MIN","Tm_NOP","Tm_NYK","Tm_OKC","Tm_ORL","Tm_PHI","Tm_PHO","Tm_POR","Tm_SAC","Tm_SAS","Tm_TOR","Tm_TOT","Tm_UTA","Tm_WAS","G","GS","MP","FG","FGA","X3P","X3PA","X2P","X2PA","eFG.","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","weight","salary"
"Jevon Carter",0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,11.1,1.1,3.2,0.6,2.1,0.5,1,0.438,0.1,0.1,0.1,1.3,1.4,1.1,0.4,0.3,0.2,1.2,2.9,8.3,0.447,0.671,0.027,1.3,12.3,6.9,13.5,1.9,2.1,6.3,13.8,0,0.3,0.3,0.056,-3.5,2.1,-1.3,0,90.7,1416852
"Michael Carter-Williams",0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,5,24.6,2.9,8.2,0.2,1.7,2.7,6.5,0.366,1.7,2.3,1.8,2.9,4.7,3,0.5,0.4,1.6,2.7,7.7,8.2,0.418,0.207,0.28,7.3,12.7,9.9,17.6,1,1.5,14.8,18.7,-0.3,0.2,-0.1,-0.014,-4.9,-0.8,-5.7,-0.2,83.5,2028594
"Alex Caruso",0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18.7,2,4.4,1,2.3,1,2.1,0.577,0.5,0.5,0.5,1.9,2.4,2.3,1,0.2,1.1,1.6,5.5,11.5,0.596,0.515,0.124,3.1,11,7.2,16,2.6,0.8,19.6,13.4,0.3,0.8,1,0.122,-1.5,2.2,0.7,0.3,84.4,2750000
"Willie Cauley-Stein",1,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,17.5,2.4,3.8,0,0.2,2.3,3.6,0.631,1.1,1.7,1.3,3.3,4.6,0.8,0.3,0.7,0.5,2.5,5.9,14.8,0.646,0.051,0.444,7.9,21.2,14.5,6.2,1,4,10.6,12.8,0.9,0.4,1.3,0.137,-1.8,0.5,-1.4,0.1,109.8,2177483
"Gary Clark",0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,11,21,1.2,3.9,0.9,3.3,0.3,0.6,0.407,0.2,0.3,1.1,2.5,3.6,0.9,0.3,0.2,0.6,1.1,3.4,5.3,0.423,0.853,0.069,5.3,12.7,8.8,5.8,0.8,0.8,12.5,9.4,-0.2,0.4,0.2,0.014,-4.3,-1.2,-5.5,-0.5,102.1,1427191
"Brandon Clarke",0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,27.2,5.6,11.1,0.6,1.8,5,9.3,0.525,1.3,2.1,1.6,4,5.6,1.8,1.2,0.8,0.7,1.7,13,16.6,0.539,0.162,0.185,6.3,16.5,11.3,9.8,2.1,2.5,5.5,19.9,0.6,0.6,1.2,0.107,-0.3,0,-0.3,0.2,97.5,2478840
"Jordan Clarkson",0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,26.2,6.7,14.8,3.2,8.5,3.4,6.3,0.563,1.6,1.7,0.9,3.2,4.1,2.1,1,0.2,1.9,1.4,18.2,19,0.588,0.575,0.112,3.9,12.3,8.3,13.5,1.8,0.7,10.7,28.4,1.2,1.1,2.3,0.145,3.4,-0.4,3,1,84.4,13437500
"John Collins",0,0,1,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,31.6,7.1,13,1.4,3.4,5.7,9.6,0.6,2.6,3,2.2,5.4,7.6,1.6,0.5,1,1.4,3.4,18.2,19.3,0.635,0.261,0.228,7.5,18.2,12.9,8.4,0.7,2.7,8.9,21.2,2.2,0.8,3,0.162,2.2,-0.4,1.8,0.8,102.1,2686560
"Mike Conley",0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,23,29.3,5.7,12.7,2.8,6.8,2.9,5.9,0.56,2.3,2.8,1,2.7,3.7,5.8,1.4,0.1,2,1.8,16.5,19.8,0.593,0.536,0.223,3.8,9.2,6.6,30.2,2.3,0.2,12.6,23.3,1.9,1,2.9,0.207,3.7,0.4,4.1,1,83.9,32511623
"Pat Connaughton",0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,19,2.2,5.1,1.3,3.4,0.9,1.7,0.566,0.2,0.3,0.9,2.9,3.8,1.4,0.7,0.5,0.3,1.3,6,13.2,0.57,0.672,0.063,5,15.9,10.6,9,1.7,2.3,5.1,12.2,0.8,0.5,1.3,0.133,1,0.3,1.2,0.4,97.5,1723050
"Quinn Cook",0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3.4,0.6,1.4,0.3,0.7,0.3,0.7,0.524,0.3,0.3,0,0.3,0.3,0.3,0.1,0,0.2,0.1,1.7,12.4,0.56,0.524,0.238,0,10.6,5.5,14.2,0.9,0,11.5,22.3,0,0.1,0.1,0.09,-1.9,-1.4,-3.3,0,81.6,3e+06
"DeMarcus Cousins",1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,20.2,3.2,8.4,1.6,4.6,1.6,3.8,0.469,1.8,2.4,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3,9.6,15.1,0.511,0.552,0.281,6.2,34.1,20,17.9,2,3.1,14.2,23.1,-0.1,1.1,1,0.094,-1.5,1.9,0.4,0.3,122.5,3500000
"Robert Covington",0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,26,31.4,2.7,7.2,1.7,5.1,1,2.1,0.489,0.6,0.7,0.8,5.4,6.2,1.8,1.6,0.9,1,2.6,7.6,10,0.511,0.71,0.097,2.5,19.1,10.4,7.5,2.5,2.7,12.2,11.6,0.1,0.8,0.9,0.054,-2.6,0.9,-1.7,0.1,94.8,11301219
"Torrey Craig",0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11.7,1.1,2.5,0.5,1.2,0.6,1.3,0.568,0.1,0.1,0.8,1.8,2.6,0.8,0.5,0.3,0.3,1.5,2.9,11.6,0.568,0.486,0.054,7.5,15.9,11.8,8.2,2.2,2.6,11.7,10.3,0.2,0.2,0.4,0.123,-1.4,1.2,-0.2,0.1,97.5,2e+06
"Jae Crowder",0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,16,27.9,3.4,8.9,2.4,6.9,1,2,0.512,1.2,1.4,0.4,4.8,5.2,2.2,0.9,0.2,0.8,2,10.3,11.5,0.54,0.771,0.154,1.7,18.6,10.3,10.6,1.6,0.7,7.7,16.6,0.4,0.9,1.3,0.092,-0.3,0.6,0.3,0.4,106.6,7815533
"Jarrett Culver",0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,21.2,3.2,6.9,0.5,1.9,2.7,5,0.495,1.3,2.1,1.6,3.4,5,0.9,0.7,0.4,1.3,2.4,8.1,10.7,0.518,0.279,0.297,7.5,18.4,12.7,6.4,1.5,1.5,14.3,18.2,-0.1,0.3,0.1,0.021,-4.2,-1.6,-5.8,-0.3,88.5,5813640
"Seth Curry",0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,22,29,4.6,9.3,2.1,4.4,2.5,4.9,0.613,1.8,1.8,0.2,1.7,1.9,2.7,0.8,0.3,1.4,1.7,13.1,14.1,0.652,0.471,0.196,0.9,6.2,3.6,13.2,1.3,0.8,12.3,16.7,1.2,0.5,1.7,0.125,0.8,-1.2,-0.4,0.3,81.6,7461380
"Stephen Curry",0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,34,10,20.3,5,11.8,5,8.6,0.614,5,5.3,0.4,4.9,5.3,6,1.2,0.1,3.2,1.9,30,25.6,0.661,0.578,0.261,1.4,14.8,8.2,31.4,1.7,0.2,12.4,32.2,3.1,1.2,4.3,0.21,7.5,0,7.6,2.4,83.9,40231758
"Anthony Davis",0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,32.8,8.9,16.7,0.7,2.5,8.1,14.1,0.555,4,5.7,2,6.3,8.4,3,1.3,1.8,2,1.8,22.5,24.7,0.588,0.151,0.339,7.2,20.9,14.3,15.5,2,4.6,9.3,27.9,1.6,1.7,3.3,0.212,4.3,2.1,6.4,1.6,100.7,27093019
"Ed Davis",1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,13.9,0.9,2.3,0,0,0.9,2.3,0.419,0.4,0.4,2,3.1,5.1,1,0.5,0.5,0.3,2.6,2.3,12.2,0.462,0,0.186,14.7,25.4,19.8,9.3,1.8,3.1,11.4,8.4,0.3,0.3,0.6,0.117,-3.8,0.4,-3.4,-0.1,97.5,4767000
"DeMar DeRozan",0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,25,33.4,6.6,13.4,0.6,1.9,5.9,11.5,0.512,6,6.8,0.8,4.2,5,6.9,0.8,0.3,1.6,1.8,19.8,21.7,0.603,0.143,0.503,2.3,13.5,7.8,30.8,1.1,0.8,9.1,23.2,2.7,0.8,3.5,0.199,3.9,-0.1,3.8,1.2,99.8,27739975
"Hamidou Diallo",0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,5,24,4.7,9.8,0.4,1.4,4.3,8.5,0.5,2.7,4.1,1.1,4.3,5.4,2.5,1,0.4,1.5,2.5,12.5,15.9,0.539,0.138,0.418,5,18.2,11.7,16.5,2,1.3,11.4,23.6,0.3,0.9,1.2,0.085,-1.7,0.4,-1.3,0.1,89.8,1416852
"Gorgui Dieng",1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,17.7,2.6,4.9,1.1,2.1,1.6,2.8,0.638,1.4,1.6,1.4,3.4,4.8,1.4,0.8,0.7,1.1,1.8,7.7,18.6,0.678,0.426,0.33,8.6,21.6,14.9,10.6,2.3,3.6,15.7,16.1,0.7,0.5,1.2,0.169,1.2,0.8,2,0.3,104.3,16229213
"Spencer Dinwiddie",0,0,0,0,0,0,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21.3,2,5.3,0.7,2.3,1.3,3,0.438,2,2,0,4.3,4.3,3,0.7,0.3,1.7,1.3,6.7,10.1,0.536,0.438,0.375,0,21.5,11.4,17.4,1.5,1.3,21.2,16,0,0.1,0.1,0.039,-3.4,2,-1.4,0,93,10605600
"Donte DiVincenzo",0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,26.1,3.7,8.9,2,4.9,1.8,4,0.53,0.5,0.8,1,3.4,4.5,2.8,1.2,0.2,1.2,1.5,9.9,12.7,0.536,0.552,0.085,4.3,13.5,9.1,13.4,2.2,0.7,11.7,16.7,0.6,0.8,1.4,0.09,-0.3,-0.2,-0.4,0.3,93,2905800
"Damyean Dotson",0,0,0,0,0,0,1,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,20.4,3,7.2,1.1,3.8,1.9,3.4,0.486,0.8,1.1,0.2,1.7,1.8,2.2,0.5,0.1,0.8,0.9,7.8,9.9,0.504,0.532,0.15,0.9,9.4,5,16,1.1,0.6,9.8,17.9,0,0.2,0.2,0.02,-2,-1.2,-3.2,-0.2,91.6,1618520
"Sekou Doumbouya",0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,13.1,1.5,4.3,0.4,1.6,1.1,2.6,0.402,0.7,1,0.6,1.8,2.4,0.6,0.4,0.1,0.7,1.5,4.1,6.1,0.441,0.382,0.225,5.1,16,10.4,6.6,1.6,0.6,12.5,17.7,-0.4,0.3,-0.1,-0.022,-5.6,-2,-7.5,-0.4,94.8,3285120
"Andre Drummond",1,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,28.9,7.2,15.2,0,0.3,7.2,14.9,0.474,3.1,5.2,4,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5,20.9,0.5,0.021,0.339,15,37.5,25.9,15.8,2.7,3.6,15.6,30.8,-0.6,1.3,0.7,0.047,-0.5,0.2,-0.3,0.3,122.5,27093018
"Jared Dudley",0,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3.7,0.2,0.2,0.2,0.2,0,0,1.5,0,0,0.2,0.8,1,0.2,0,0,0,0,0.5,11.5,1.5,1,0,5.3,24.6,15.3,5.5,0,0,0,2,0,0,0.1,0.178,2.2,-0.5,1.7,0,102.1,2564753
"Kevin Durant",0,0,1,0,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,35.7,9.9,18.9,2.6,5.9,7.3,12.9,0.592,6.6,7.6,0.4,6.9,7.3,5.3,0.7,1.4,3.5,2.3,29,25.1,0.652,0.315,0.404,1.2,20.6,11.5,23.5,1,3.3,13.7,31.2,2,0.6,2.6,0.182,5.4,0,5.4,1.2,104.3,37199000
"Carsen Edwards",0,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,10.3,1.8,4.2,0.8,2.3,1.1,1.9,0.527,0.5,0.7,0.2,0.8,1,0.4,0.3,0.1,0.2,1.2,5,12.2,0.551,0.545,0.164,1.6,9.4,5.4,5.6,1.5,0.7,3.3,19.5,0.2,0.1,0.3,0.096,-2.8,-1.6,-4.3,-0.1,90.7,1228026
"Wayne Ellington",0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,22.9,3.7,8,2.7,6.2,1,1.9,0.624,0.6,0.8,0.3,1.6,2,1.1,0.4,0.2,0.7,1.5,10.6,12.8,0.633,0.769,0.095,1.6,8.3,4.8,8,0.8,0.8,7.4,17.1,0.7,0.2,0.9,0.092,1.9,-1.9,0,0.2,90.7,8e+06
"Joel Embiid",1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,23,32.5,9.4,17.5,1.2,3,8.3,14.5,0.573,9.7,11.3,1.9,8.9,10.8,3.1,1.3,1.2,3.4,2.5,29.7,30.8,0.661,0.169,0.649,6.7,28.9,18.2,16.6,1.9,3.3,13.3,33.6,2.9,1.3,4.3,0.273,6.4,1.5,7.9,1.9,113.4,27504630
"James Ennis",0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,19,21.9,2.6,5.2,0.9,1.9,1.7,3.3,0.578,1.3,1.6,1.2,2.6,3.8,1.4,1,0.3,1,2.2,7.3,12.7,0.622,0.369,0.301,5.2,12.8,8.9,8.9,2.1,1.2,14.6,13.3,0.5,0.5,1,0.11,-2.3,0.7,-1.6,0,91.2,1882867
"Derrick Favors",1,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,16.4,2.4,3.9,0,0,2.4,3.9,0.629,1.4,1.7,2.1,3.5,5.6,0.9,0.6,1.1,0.6,2.5,6.3,20.6,0.675,0.01,0.438,14,21.4,17.9,8,1.6,5.2,11.3,13.6,1.4,0.9,2.4,0.257,0.4,2.2,2.6,0.5,111.6,17650000
"Terrance Ferguson",0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,3.4,0,0.4,0,0.4,0,0,0,0,0,0,0.1,0.1,0.3,0,0,0.1,0.4,0,-5.9,0,1,0,0,4.4,2.3,9.7,0,0,25,7,-0.1,0,-0.1,-0.133,-10.3,-3,-13.3,-0.1,83.5,2475840
"Bruno Fernando",1,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8.8,0.6,1.5,0,0.1,0.6,1.3,0.409,0.6,1,0.8,2.7,3.5,0.6,0.1,0.1,0.8,1,1.8,7.4,0.472,0.091,0.682,9.9,32.3,21.2,9.1,0.7,1.3,29.6,13.1,-0.1,0.2,0,0.007,-4.7,-0.3,-5,-0.1,111.1,1400000
"Yogi Ferrell",0,0,0,1,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,4,10.5,1.5,4.5,2.5,6,0.452,0,1,1.5,2,3.5,2.5,1.5,0.5,1.5,2,9.5,12.7,0.434,0.429,0.095,8,11.5,9.7,20.5,3.7,2.3,12.1,26.7,-0.1,0,0,-0.028,-1.9,0.4,-1.5,0,80.7,3150000
"Dorian Finney-Smith",0,0,1,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,30.7,3.3,7.4,1.9,5.1,1.4,2.3,0.582,0.5,0.6,1.5,3.3,4.8,1.2,1,0.4,0.6,2.7,9.1,11,0.595,0.693,0.086,5.2,11.9,8.6,5.4,1.6,1.3,7.6,11.8,0.7,0.3,1,0.085,-0.3,-0.6,-0.9,0.2,96.6,4e+06
"Bryn Forbes",0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,18.4,3.5,7.2,2,4.3,1.4,2.9,0.621,0.5,0.7,0.2,1,1.1,0.5,0.3,0,0.7,1.2,9.5,11.8,0.629,0.599,0.099,1.1,5.4,3.3,3.4,0.6,0,8.3,18.7,0.6,0.2,0.8,0.076,0,-2.7,-2.7,-0.1,84.8,2875000
"Evan Fournier",0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,28.7,5.8,12.9,2.3,6.2,3.5,6.7,0.539,4,5,0.3,2.3,2.5,3.6,1,0.4,2.1,2.3,17.9,17.5,0.593,0.482,0.389,0.9,8.5,4.6,20.7,1.7,1.3,12.1,25.5,0.7,0.4,1,0.116,1.4,-1,0.5,0.3,86.2,17150000
"De'Aaron Fox",0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,26,33.1,8.4,17.7,1.8,5.4,6.6,12.3,0.528,4.5,6.6,0.7,2.6,3.3,6.8,1.2,0.5,3.1,2.7,23.2,19.9,0.564,0.304,0.372,2.3,8.7,5.5,33,1.8,1.3,13.1,30.6,1.4,0.1,1.5,0.081,2.8,-1.6,1.2,0.7,77.6,6392760
"Tim Frazier",0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0.7,2.7,0,0.7,0.7,2,0.25,0,0,0,1.3,1.3,2.3,0.3,0,1,1.3,1.3,0.3,0.25,0.25,0,0,13.7,6.7,25.8,1.5,0,27.3,14.2,-0.1,0,-0.1,-0.12,-10.9,-2.6,-13.6,-0.1,77.1,1620564
"Markelle Fultz",0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,26.9,5.1,13,0.5,2,4.6,11,0.413,2.1,2.4,0.6,2.5,3.1,5.4,1,0.3,2.3,2.3,12.9,12.2,0.458,0.154,0.183,2.3,10.1,6,32.4,1.8,0.8,13.8,25.8,-0.2,0.2,0,-0.002,-2.9,-1.7,-4.6,-0.1,88.5,9745200
"Daniel Gafford",0,0,1,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,14.3,2.1,3.2,0,0,2.1,3.2,0.671,1.1,1.6,1.4,1.9,3.3,0.7,0.5,1.3,0.8,2,5.3,17.6,0.689,0,0.507,11.3,14.2,12.8,6.7,1.6,7.8,16.8,13.8,0.7,0.5,1.2,0.172,-1.4,1.6,0.2,0.2,106.1,898310
"Danilo Gallinari",0,0,1,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,19.7,3,7.6,1.6,4.3,1.4,3.3,0.504,3.1,3.3,0.2,2.7,2.9,1.1,0.2,0.1,1.2,1.9,10.7,12.5,0.594,0.57,0.43,1,14.6,7.9,8.6,0.5,0.5,11.7,22,0.4,0.2,0.5,0.083,-0.4,-2.2,-2.6,-0.1,102.1,22615559
"Langston Galloway",0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,11.1,1.5,3.3,0.9,1.9,0.6,1.4,0.603,0.7,0.7,0.2,0.9,1.1,0.7,0.2,0,0.3,0.6,4.7,13.2,0.65,0.575,0.219,1.9,8.9,5.4,8.6,0.8,0,8,15.9,0.5,0.2,0.7,0.13,0.8,-0.7,0,0.1,91.6,7333333
"Darius Garland",0,0,0,1,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,32.3,6.4,14.2,1.7,4.1,4.8,10.1,0.51,1.3,1.5,0.5,1.8,2.2,5.3,1,0.1,2.5,2.4,15.9,12.9,0.533,0.288,0.104,1.6,6.3,3.8,27,1.4,0.4,14.3,23.1,0.2,0.2,0.4,0.028,-0.2,-1.7,-2,0,79.4,6400920
"Marc Gasol",1,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,20,1.4,3.4,0.7,2,0.7,1.5,0.5,0.8,0.9,0.8,3.4,4.2,1.8,0.4,1.2,0.8,2.4,4.2,10.3,0.55,0.57,0.25,4.6,18.5,11.8,11.5,1,5.3,17.8,10.1,0.4,1.2,1.5,0.127,-2.3,2.5,0.2,0.3,120.2,25595700
"Rudy Gay",0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,22,4.2,9.9,1.6,4.3,2.6,5.6,0.498,1.3,1.7,0.9,4.3,5.2,1.5,0.7,0.5,1.2,1.8,11.2,13.9,0.524,0.434,0.167,4.2,20.6,12.2,10.1,1.5,1.9,9.8,23,-0.1,0.8,0.7,0.058,-0.6,-0.7,-1.3,0.1,104.3,14500000
"Paul George",0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,34,8.4,16.6,3.8,7.9,4.7,8.7,0.621,3.8,4.2,0.7,5.6,6.2,5.5,1.2,0.5,3.6,2.3,24.4,23.2,0.662,0.474,0.254,2.2,17.8,10.2,25.7,1.7,1.2,16.4,28.6,1.8,0.8,2.6,0.185,5.7,-0.4,5.4,1.3,95.3,33005556
"Taj Gibson",0,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,13.6,1.3,2.5,0.1,0.6,1.1,1.9,0.525,0.4,0.8,1.4,1.8,3.1,0.5,0.3,0.4,0.3,1.9,3,10.6,0.53,0.25,0.3,10.8,13.2,12,5.2,0.9,2.7,8.1,10,0.1,0.1,0.3,0.117,-3.1,0.2,-2.9,0,102.1,9e+06
"Harry Giles",1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,11.8,1.2,2.8,0.1,0.4,1,2.5,0.444,0.6,0.8,1.1,3.8,4.9,0.9,0.2,0.4,0.7,2,3.1,11.3,0.486,0.129,0.29,9.8,35.6,22.1,10.2,0.9,3.2,18.6,14.2,0,0.3,0.3,0.061,-4.3,-0.5,-4.7,-0.2,105.2,2578800
"Shai Gilgeous-Alexander",0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,33.7,7.9,15.6,1.9,4.9,6,10.8,0.563,5,6.3,0.7,4.7,5.4,6.5,0.8,0.6,2.9,2,22.5,21.6,0.612,0.311,0.404,2.1,14.4,8.4,33,1.2,1.7,13.5,27.4,1.7,0.8,2.4,0.156,3.6,0,3.5,1,81.6,3952920
